0,1,0.00368208389686564
0.01,0.973,0.0133794794508336
0.02,0.961,0.0183814271127311
0.03,0.95,0.0220985743180818
0.04,0.951,0.0252164882768487
0.05,0.956,0.0279518139915749
0.06,0.943,0.0304290299590367
0.07,0.951,0.0325999740359897
0.08,0.957,0.0345871417891476
0.09,0.949,0.0362918288515948
0.1,0.963,0.0380830919534439
0.11,0.952,0.039674580785009
0.12,0.959,0.041260392307187
0.13,0.953,0.0425272231273298
0.14,0.946,0.044006975502656
0.15,0.948,0.0451778450025013
0.16,0.958,0.0463953144039993
0.17,0.95,0.0474716531395552
0.18,0.944,0.0485383809053813
0.19,0.952,0.0495393287876648
0.2,0.95,0.05050800339028
0.21,0.958,0.0514281273590179
0.22,0.95,0.0522204047600327
0.23,0.943,0.0530659137109963
0.24,0.968,0.0538299429172769
0.25,0.968,0.0546589156029024
0.26,0.962,0.0553167784182246
0.27,0.956,0.0559059693622685
0.28,0.949,0.0565675994205258
0.29,0.954,0.0571334342895145
0.3,0.951,0.0576816956780655
0.31,0.958,0.0582324410189216
0.32,0.957,0.058756986983103
0.33,0.94,0.0591964793068405
0.34,0.954,0.0596234012548447
0.35,0.959,0.0600158513206409
0.36,0.963,0.0604157354081624
0.37,0.959,0.0607309779574753
0.38,0.954,0.0610660961182714
0.39,0.944,0.0613624077199144
0.4,0.956,0.0616157923704448
0.41,0.952,0.0618712990054929
0.42,0.96,0.0620703109122973
0.43,0.971,0.0622628015984801
0.44,0.96,0.0624273410004077
0.45,0.956,0.062570500098209
0.46,0.961,0.0626757885537502
0.47,0.954,0.0627530806961156
0.48,0.953,0.0628191544495189
0.49,0.959,0.0628593241409754
0.5,0.951,0.0628703593075259
0.51,0.958,0.0628579773660534
0.52,0.948,0.0628233364828266
0.53,0.955,0.0627542232695393
0.54,0.957,0.0626750564368219
0.55,0.948,0.0625528950043766
0.56,0.962,0.0624228616814368
0.57,0.958,0.0622676389938814
0.58,0.946,0.0620679347303176
0.59,0.958,0.0618593874317106
0.6,0.938,0.0616192166188049
0.61,0.946,0.0613333074013157
0.62,0.96,0.0610665097172961
0.63,0.952,0.060725945612594
0.64,0.963,0.0603855681899351
0.65,0.951,0.0600266616807016
0.66,0.96,0.059602134823728
0.67,0.948,0.059162883717189
0.68,0.956,0.0587097521134782
0.69,0.95,0.058243334236305
0.7,0.951,0.0576950995695005
0.71,0.959,0.0572163913317509
0.72,0.96,0.0565456998198179
0.73,0.957,0.0559722746001521
0.74,0.964,0.0552699404951179
0.75,0.968,0.0546136313835616
0.76,0.954,0.0538420547515237
0.77,0.952,0.0530256238514173
0.78,0.954,0.0522611268188446
0.79,0.963,0.0513619879536748
0.8,0.955,0.050525168165674
0.81,0.952,0.0495826402582852
0.82,0.946,0.0485445273477494
0.83,0.955,0.0475374213303651
0.84,0.954,0.0463597265306379
0.85,0.953,0.0452463301323076
0.86,0.952,0.0439146171969875
0.87,0.947,0.0426036365276321
0.88,0.955,0.0412471140223805
0.89,0.951,0.0397595254272309
0.9,0.958,0.0381687273180421
0.91,0.953,0.0363809916440362
0.92,0.962,0.0346462059151895
0.93,0.956,0.0326110158776325
0.94,0.956,0.0304177896411248
0.95,0.965,0.0279342540112896
0.96,0.968,0.025353640984309
0.97,0.972,0.022064902129514
0.98,0.966,0.0184176313420309
0.99,0.975,0.0132981423916551
1,1,0.00368208389686564
